# Undirected graph: reduceddataset14k.txt
# Reduced Amazon Graph
# Nodes: 14000 Edges: 21255
# FromNodeId	ToNodeId
32930	403877
262306	360733
262306	435775
458920	67584
458920	500689
458920	512207
164015	245977
164015	418406
65712	9182
65712	133546
65712	259214
65712	546915
65712	547040
32951	28318
32951	74986
32951	530689
164026	300899
164026	462539
491707	88680
262338	332055
262338	332068
262338	384000
65730	6481
65730	195044
65730	273511
65730	411347
65730	473393
98500	548091
426178	195246
458948	373953
426183	101054
426183	297419
426183	438211
426183	518038
426183	534885
491720	120089
491720	208301
491720	223763
524494	27904
524494	95256
524494	107647
524494	337270
524494	453095
262351	2788
262351	3458
262351	20466
262351	29042
262351	29202
262351	169803
262351	203881
262351	232262
262351	480162
262351	482113
262351	525295
262351	536169
131280	510339
262362	146112
262362	240297
262362	266416
262362	439392
262362	532007
196827	311929
196827	331200
196827	524027
327902	114575
327902	153725
327902	519882
524514	61845
164067	54635
164067	245767
164067	545602
164067	547338
164067	548391
164067	548411
164067	548458
426212	5240
98535	10764
98535	46032
98535	244616
98535	366929
98535	512248
33005	36891
33005	82625
33005	89561
33005	246418
426222	217777
426222	320514
426222	378709
426222	484523
426222	540167
327921	75075
327921	244004
327921	335281
458993	229209
393460	18025
393460	250505
393460	535095
295157	19424
426233	78335
426233	476011
524540	313895
524540	376080
524540	438469
252	19119
491774	158810
491774	224791
229629	28128
229629	44587
229629	337720
459004	175255
459004	346997
295170	522384
295174	443506
65799	19346
65799	95645
65799	151095
65799	468111
65799	534777
131340	24158
131340	45407
131340	356088
131340	428659
33040	93264
33040	299829
275	78788
275	229044
275	363293
275	501108
360730	345070
360730	458716
360733	193535
360733	435775
327972	189301
327972	466801
98598	40150
98598	49011
98598	52705
98598	167320
98598	407916
98598	432507
98598	493977
196902	6318
196902	313521
196902	322439
296	376858
296	424705
296	441565
296	532042
302	528109
426290	249971
426290	324183
164147	56929
164147	188286
164147	219784
164147	235035
164147	243315
164147	369482
360757	181996
360757	227201
360757	251388
360757	292349
360757	468526
360757	487385
360757	541615
295223	12433
295223	30022
295223	126893
295223	293702
524600	20162
524600	35532
524600	299860
524600	379404
65850	181333
65850	408550
65850	481102
65850	521757
262461	33656
262461	99648
262461	315477
295231	63132
295231	115834
295231	186548
295231	386141
295231	509190
295235	87104
295235	306900
295235	321366
295235	528076
196938	23360
196938	25164
196938	136735
196938	543154
196938	546034
65867	112546
65867	269081
459085	14581
459085	69407
459085	286371
459085	539491
335	72456
335	229909
335	293721
335	408820
426319	134506
328017	203733
328017	257244
328017	259357
459090	109106
459090	193097
459090	213190
459090	470105
524627	245940
196946	213408
196946	546103
98645	104419
98645	178980
98645	202970
426321	30757
426321	232799
343	321434
344	101292
344	272667
344	359013
344	462096
491864	137705
491864	367071
164184	327076
426329	44246
426329	121605
426329	122143
426329	276471
426329	477911
347	347049
347	490421
491870	15799
491870	34136
491870	63446
491870	106200
491870	375375
229727	74612
229727	392215
196962	81037
196962	197713
196962	242937
196962	276012
196962	375280
196962	433293
196962	467767
360802	547638
491875	207184
491875	455701
491875	482058
262503	87775
262503	381870
262503	386657
360808	207201
360808	290125
459119	78783
459119	261501
459119	405436
459119	407624
65907	155560
65907	198005
426362	36136
426362	272877
426362	382219
426362	454004
426367	107904
426367	382315
426372	297276
426372	492855
196996	48869
196996	75375
196996	83330
196996	172840
328070	40399
328070	54999
328070	371068
328070	384141
328070	520751
328072	77784
393	37024
393	110167
393	323071
524683	246640
524683	279304
524690	53931
524690	78878
524690	223833
524690	325477
524690	514388
295315	3217
295315	165369
295315	215518
295315	275220
295315	367600
295315	414766
295315	538840
33172	72034
33172	272015
33172	437753
33172	462540
491924	227716
491924	320004
491924	364656
98709	55984
98709	108322
98709	199763
98709	239835
408	17854
408	173328
408	453261
408	527744
393624	14161
393624	54729
393624	108502
393624	505183
413	220193
413	445663
164254	3250
164254	515096
262558	8666
262558	59503
262558	275529
33187	546956
33187	548240
491942	59601
491942	194743
491942	234905
491942	243404
491942	296376
491942	322228
491942	472123
328105	251978
328105	310415
328105	332815
426	273452
426	504224
131500	146980
131500	165889
131500	218785
295347	160638
328116	68277
328116	227224
328116	410649
262583	18796
262583	39502
262583	321973
262583	390020
262583	394064
262583	414394
295356	159305
295356	242695
295356	333927
360893	67309
360893	283509
426430	317368
360894	51070
360894	211752
448	28123
448	75848
448	104366
448	158327
448	396362
448	475036
98756	577
98756	8216
98756	29543
98756	35512
98756	53175
98756	105721
98756	145964
98756	199628
98756	211438
98756	288563
98756	317053
98756	341570
98756	353397
98756	449223
98756	517948
98756	534635
98756	537519
328134	214538
328134	228721
328134	460708
197066	359561
229835	43022
229835	142606
229835	263167
229835	264591
229835	483197
262602	242581
164302	34586
164302	110647
360913	95461
360913	329392
360913	406413
262611	175887
262611	285265
262611	344252
262611	447303
262611	499152
295387	412359
459228	74687
459228	385458
459228	546290
33247	57678
33247	180888
33247	198381
33247	335281
33247	478169
33247	502086
33247	502784
480	219235
480	438745
164324	261149
486	320882
164329	9717
164329	154293
164329	296537
164329	313762
164329	468338
495	57686
495	99409
495	111733
495	539419
295408	30766
295408	365301
492017	127011
492017	258795
492017	425568
492017	439126
33266	45849
33266	151389
33266	494483
33266	506027
459251	463428
459251	463867
393715	338122
393715	361780
393715	497751
393715	532801
66037	256721
131572	18173
131572	67710
131572	378941
393722	190639
393722	252191
393722	320563
393722	469343
426491	277243
262653	107540
262653	355667
262653	518567
164350	90244
164350	281375
164350	422571
98814	81797
262659	84467
524805	10505
524805	56720
524805	228040
524805	524806
524805	524813
524805	527464
524806	10505
524806	56720
524806	264610
524806	527464
522	255989
522	372205
524813	56720
524813	228040
524813	501485
524817	98267
524817	228511
524817	263672
524817	366346
524817	447161
262673	482218
229909	72456
229909	293721
360983	117605
360983	463322
66077	377249
492062	101505
492062	193373
33317	35113
262694	34750
262694	146170
262694	269551
262694	453141
262694	473212
66089	89144
66089	383473
164395	176880
164395	336519
98860	18667
98860	27475
98860	148776
98860	180602
98860	292110
98860	405630
66096	139089
66096	210992
66096	235970
131633	42668
131633	112507
131633	194731
131633	207645
131633	226473
131633	494954
524851	187886
524851	372963
524851	488892
524851	529311
393783	33954
393783	346434
164410	25577
164410	110131
164410	123930
164410	176448
164410	243160
229946	180161
229946	539235
66111	23170
66111	26271
66111	52941
66111	238497
66111	515756
492096	2552
492096	160568
492096	216868
492096	441440
492096	473935
577	196284
577	227873
577	288563
577	298019
577	517948
361027	529887
361028	388593
361028	490816
98891	276824
98891	507971
98891	517973
492108	340156
492108	470501
492108	497110
459339	57546
459339	278985
459339	480415
524878	144187
524878	410311
393804	80910
393804	414987
393804	430936
393804	457241
393804	519449
295504	108758
295504	137311
295504	469949
295504	474096
295504	504014
492119	202317
492119	353779
66138	435646
426587	4911
426587	176164
426587	527722
492127	42925
492127	42948
492127	72306
492127	73510
492127	130212
492127	144230
492127	188765
492127	218293
492127	299899
492127	364871
492127	480038
492127	528497
611	152538
611	167031
611	189234
611	344140
611	446049
611	457744
611	537808
33379	211804
33379	245507
33379	260701
33379	354809
33379	479518
33384	89193
33384	278990
33384	429938
33384	462085
66156	175102
66156	458358
328303	222074
633	76376
633	150135
230014	95590
230014	123968
66182	47919
66182	70375
66182	99661
66182	316531
66182	442651
426630	117942
426630	458358
426630	498702
328327	145804
328327	475077
131721	316354
131721	453316
131720	345024
98955	292717
98955	406171
230034	134133
230034	165711
230034	319989
230034	347097
492179	24221
492179	116682
492179	348225
66194	51923
66194	546874
197271	4198
197271	296886
197271	467445
197271	471269
66199	30424
164506	6089
164506	253134
492187	11083
492187	136173
492187	258816
492187	385456
492187	538102
459419	63878
459419	123171
459419	152229
459419	199510
459419	295711
459419	502784
524957	37914
524957	142417
524957	368073
524957	438286
524957	440515
524957	455855
33439	155853
33439	380822
33439	540943
426655	166701
426655	166705
426655	473255
426655	545303
673	3237
673	90707
673	320219
131746	101752
98975	243884
98975	246565
98975	518798
426656	191667
426662	418330
426662	475343
426662	542119
197287	88477
197287	123778
197287	177131
197287	289566
197287	355370
197287	377409
197287	410261
197287	440342
197287	507922
197286	110031
197286	250774
197286	401615
197286	425538
230057	55484
230057	55487
164529	4202
164529	321808
164529	399202
492211	112608
492211	151555
492211	235816
492211	314217
492211	530276
426677	141287
426677	235244
426677	545827
33462	248004
33462	271905
33462	370215
98998	354214
98998	479982
262841	121194
262841	123436
262841	180888
262841	365427
262841	502086
262841	502784
262841	520871
33470	182780
33470	296724
33472	37646
33472	64556
33472	394534
33472	481231
33472	506212
262860	52321
262860	134586
262860	311424
262860	434859
99022	19931
99022	70384
99022	144480
99022	422855
99022	428968
99022	527837
426706	88604
426706	133751
525013	28403
525013	94591
525013	155177
230102	178372
230102	512892
328406	19832
328406	22990
328406	195113
361176	4222
361176	23314
361176	345661
230107	12578
230107	108919
525023	7836
525023	424676
131808	119644
262879	80778
262879	112494
262879	416431
262879	430888
262879	452257
164581	17361
164581	30049
164581	49338
164581	110214
164581	156393
164581	224954
164581	246303
164581	344326
164581	352235
164581	428118
164581	505519
164581	505827
164585	74329
164585	453469
767	346245
164607	60585
164607	67593
492289	137912
492289	518674
33539	124345
33539	146381
33539	250287
33539	261059
33539	261062
33539	351643
33539	482075
33539	509625
459526	227214
525065	114259
525065	326946
525065	338767
525065	384422
99081	424874
99081	466751
99081	479892
525067	102202
525067	314284
525067	446920
525067	472514
525067	535538
66317	181332
66317	255850
295694	148775
295694	278985
295694	439906
361234	361236
361234	404350
361234	407377
164627	457186
164627	481195
164627	481440
164627	519923
361236	404350
361236	407377
66330	536658
66331	103484
66331	224220
66331	387409
262942	170742
262942	186144
262942	263720
262942	296147
262942	314023
262942	357500
262942	445495
295711	63878
295711	72107
295711	107004
295711	136011
295711	180888
295711	182519
295711	199510
295711	420362
295711	500206
295711	502784
492325	224962
492325	244916
164645	362853
164649	28052
164649	48930
164649	114884
164649	271041
164649	321083
164649	496349
164649	524185
459564	5402
459564	179877
459564	210427
459564	222682
426797	89560
426797	109321
426797	513655
525104	2907
525104	75791
525104	95757
361267	241613
164663	30994
164663	55556
164663	194921
164663	217267
164663	255823
164663	418368
426810	248640
426810	541155
230202	14444
230202	70238
361274	496569
33595	490716
361283	438416
230214	30017
328524	82660
328524	289682
328524	343540
328524	402214
328524	462722
328524	495991
394064	18796
394064	39502
394064	321973
361298	155599
361298	387316
426840	78948
426840	84308
426840	135895
426840	261029
426840	334924
426840	455266
263003	241021
263003	540197
361313	397616
361313	506148
263012	132170
263012	149963
263012	183921
263012	288055
66404	322425
197476	53696
197476	79802
197476	111691
263016	81037
263016	197713
263016	276012
263016	375280
263016	467767
33644	13022
33644	46074
492406	36050
492406	65139
492406	223997
492406	234402
492406	249086
492406	495971
131958	346253
131960	20434
131960	60844
131960	120937
131960	170610
131960	207027
131960	278025
131960	303326
131960	334200
131960	407986
131960	429289
131960	451573
131960	490250
33656	99648
33656	315477
459642	25764
459642	169627
459642	211241
263035	37303
263035	103232
263035	397772
263035	518739
164733	44475
164733	403877
295806	197713
295806	242937
295806	276012
295806	433293
492418	136659
492418	240297
492418	294847
492418	328720
492418	520532
525190	266818
525190	367953
525190	530604
525190	535808
33671	515668
66440	7723
66440	17968
66440	217291
66440	341570
66440	402533
66440	462080
66440	494466
66440	504310
66440	511890
263047	294344
263047	344018
263047	409643
263047	498768
263047	540971
459657	12433
459657	30022
459657	126893
459657	481379
131980	82818
263054	124179
263054	228680
263054	269700
263054	273824
263054	298306
263054	342998
263054	347868
263054	432018
328593	28954
328593	93526
328593	318889
328593	488954
328593	541948
459666	18761
459666	188145
33682	435908
131993	233364
33690	31051
33690	106135
33690	154855
33690	174375
33690	185891
33690	235848
33690	357720
33690	396520
33690	429788
33690	448350
33690	536220
459679	204475
459679	223787
459679	367811
295840	477468
295840	498601
525220	34125
525220	173553
525220	276750
230312	111166
230312	226305
230312	379283
938	31674
938	37997
938	144817
938	212476
938	280279
938	291607
938	404892
938	543530
230317	108792
230317	341360
230317	369691
426925	149811
426925	544654
394160	43165
394160	492758
33718	149186
33718	410925
525239	199356
525239	367388
525239	471174
328632	9627
328632	86291
328632	105120
328632	379788
99254	99314
99254	99319
99254	99322
99254	217497
132025	275763
132030	176651
132030	385279
132030	487275
426946	209470
230344	181383
230344	424588
459722	15532
459722	146598
328651	2607
328651	342985
328651	467057
525260	200785
976	62045
976	263733
976	282321
394195	208320
394195	220181
394195	326916
394195	408530
394195	420223
459733	112376
459733	277984
459733	317821
459733	457933
459733	469340
981	154264
981	159985
981	483559
394198	5353
394198	101956
394198	433633
394198	461291
33764	26399
33764	146284
33764	181423
33764	247158
33764	468566
132070	134375
525287	134013
525287	194432
525287	353820
525287	410807
66537	224687
66537	302715
66537	438792
525290	9627
525290	86291
525290	105120
525290	379788
394218	160439
394218	257882
394218	454017
525295	2788
525295	3458
525295	29042
525295	29202
525295	40698
525295	57583
525295	126296
525295	169803
525295	203881
525295	232262
525295	352488
525295	482113
328688	270494
328688	317921
328688	444519
525297	191601
525297	266465
99314	99319
99314	99322
525303	89311
525303	91949
525303	156226
525303	488514
328695	399380
328695	404736
328695	476338
99319	99322
99322	226216
394234	174228
394234	489656
33784	475146
33784	508483
361470	247381
263167	43022
263167	142606
263167	264591
263167	483197
328707	39125
328707	181082
328707	188016
328707	541469
427013	537519
427013	546406
164877	321289
164877	395590
164877	503881
328720	136659
328720	294847
328720	328856
328720	395268
328720	520532
33808	58256
33808	454066
525334	100048
525334	114412
525334	146685
525334	149582
525334	281467
525334	434718
525334	436013
525334	526188
99350	34623
99350	116209
99350	372246
99350	454367
99350	494272
66584	244835
66584	491285
66584	529372
66589	28211
66589	105396
66589	397650
66589	542620
295967	366988
394272	318968
459809	39280
328746	1393
328746	113870
328746	192710
328746	238206
328746	303880
525355	7623
525355	214573
525355	238696
525355	410400
263212	94156
263212	174069
263212	235933
263212	283509
263212	352544
263221	1593
263221	74417
263221	386769
263221	392890
263221	444808
66617	167360
66617	223229
66617	487433
66617	511618
492611	210870
492611	308516
492611	370993
492611	504142
66628	30018
66628	185616
66628	221852
66628	414973
296004	381662
296004	422160
296004	434096
296004	496574
197705	59864
132170	288055
132170	316287
427083	105248
427083	281254
427083	354008
263244	141707
1103	296492
1103	419139
1103	517109
296016	85905
296016	135898
296016	186356
296016	205615
296016	216392
296016	244052
296016	266551
296016	268597
296016	292457
296016	296888
296016	325747
296016	375929
296016	515301
197713	17581
197713	242937
197713	276012
197713	379700
197713	433293
99409	57686
99409	111733
99409	405715
99409	539419
459860	253427
459860	365601
459860	435706
459860	534606
492631	180678
492631	463953
230495	346459
197732	1829
197732	210619
197732	225759
197735	244597
1131	172306
1131	519463
132209	421306
328818	408928
328819	3569
328819	16219
328819	90423
328819	396758
1140	109106
1140	112253
1140	182358
1140	213190
1140	470105
296053	117263
296053	366380
296053	482252
99447	180598
99447	216414
99447	227258
99447	292153
99447	313003
99447	315865
33913	169057
33913	334305
33913	402397
33913	448157
33913	536012
33913	540593
132220	98043
132220	544383
459903	132573
459903	147042
459903	170087
459903	224753
1151	59997
1151	84863
1151	109379
1151	190015
1151	504682
33922	14673
33922	48431
33922	500588
328835	300983
328835	507797
328835	516175
492674	192144
394370	46032
263302	9970
263302	301619
263302	483998
263302	535291
263302	537900
164998	483923
459912	184567
459912	303579
459912	355321
99465	108513
99465	276914
99465	370067
33930	379931
1162	77523
1162	192192
1162	228699
394372	151039
394372	231597
394372	371094
394372	473013
525455	58026
525455	421403
525455	500812
394384	136236
394384	540123
1172	14989
1172	86721
1172	540928
165013	127524
165013	207363
165013	265676
263318	59711
263318	348571
263318	427724
197783	55665
197783	145944
328856	294847
328856	395268
328856	520532
132249	10716
132249	74191
132249	106088
132249	214213
132249	415613
427162	119656
427162	264495
427162	303738
525464	22986
525464	68426
525464	513136
33949	10489
33949	130478
33949	284576
33949	519374
132255	16633
132255	63787
132255	243910
132255	252497
132255	343793
132255	455437
66721	291689
66721	333804
66721	449927
525474	266485
459939	72634
459939	379598
459939	437147
492708	36481
492708	188590
263333	123011
263333	420574
33954	344075
33954	346434
197796	77124
197796	249157
197796	257109
197796	311763
165032	163339
165032	536093
165043	124898
165043	247307
165043	408551
361654	110104
361654	283946
361654	485133
1212	29543
1212	104166
1212	298205
1212	542670
361669	72943
361669	357880
361669	381925
361669	422468
361669	481227
361669	509204
361669	526858
361676	326266
361676	326267
361676	361715
361676	515747
361679	233542
361679	260422
361679	270977
361679	284850
361679	323349
296147	170742
296147	186144
296147	357500
296147	445495
492758	43165
132318	67672
132318	80272
132318	110323
132318	297774
132318	359178
132318	422962
230622	44996
230622	189332
230622	218680
230622	237827
230622	512080
66785	132554
66785	300322
66785	497729
34021	56106
34021	213707
34021	363077
230631	148997
230631	277869
230631	311488
66792	96240
66791	139914
66791	144982
66791	483624
66791	489117
525548	42948
525548	65335
525548	105186
525548	291216
525548	392958
525548	544889
492781	231894
492781	333146
492781	503263
492781	513647
492781	518534
361715	326266
361715	326267
361715	515747
165109	46228
165109	264527
165109	410311
165109	544338
165111	63441
165111	162492
165111	205216
165111	211893
165111	219958
165111	257098
165111	312621
165111	329813
165111	369145
165111	451378
165114	271513
165114	543912
34046	58410
34046	176880
34046	194041
34046	393127
34046	543445
132351	7406
132351	157160
132351	298460
132351	505041
394495	319201
394495	327582
394495	514628
460035	143194
460035	162806
460035	293088
525571	57147
525571	239327
525571	362785
328967	260480
328967	328975
328969	57087
328969	123693
328969	165392
328969	166500
328969	192370
328969	359349
1290	54437
1290	271590
1290	545421
66827	32098
66827	116357
66827	269793
66827	323969
66827	414335
66827	476121
460042	57143
460042	392215
460042	449240
328975	260480
34066	6568
34066	509595
296212	184141
66836	16012
66836	101477
66836	168803
66836	240815
165142	10489
165142	35954
165142	130478
165142	161171
165142	448372
230683	40656
230683	195822
230683	266459
230683	439992
427298	59832
427298	61155
427298	78694
427298	112249
427298	273744
427298	360004
427298	454811
197923	124849
197923	200069
197923	477998
394534	37646
394534	64556
394534	481231
394534	506212
66856	31179
66856	37997
66856	139227
66856	160652
66856	205921
66856	207203
66856	214045
66856	229182
66856	260771
66856	443845
66856	531449
460072	2788
460072	129646
460072	181686
460072	209717
460072	237924
460072	528883
66858	1644
66858	319702
1322	163821
460076	2578
460076	87939
460076	112524
460076	432689
460076	477824
460076	536752
296232	128189
296232	332803
296232	333738
296232	404914
34095	130816
34095	369499
197936	7073
197936	150326
197936	233605
197936	292755
197936	362285
361780	338122
361780	497751
361780	532801
165173	104412
165173	542229
165173	542909
165173	545550
165172	338149
492855	297276
66871	181317
66871	208850
66871	376631
66871	534490
66871	535409
34105	332325
263483	72266
263483	72268
263483	276600
263483	544285
525628	17002
525628	61616
525628	144618
525628	271420
525628	359407
525628	508029
99648	21437
99648	160412
99648	315477
99648	369499
165186	94717
165186	457059
165186	534777
1346	521413
66884	105654
66884	129495
66884	132846
66884	362334
66884	411166
66884	506008
66884	538846
394569	4373
394569	13497
394569	118984
394569	170905
394569	229139
394569	425693
394569	531658
99661	4951
99661	70375
34125	173553
34125	343117
394577	412892
263506	286272
263506	321358
361810	42948
361810	73510
361810	105186
361810	291216
361810	392958
263510	253485
263510	273869
263510	306112
263510	374180
34136	15799
34136	63446
34136	106200
34136	375375
361819	284693
361819	432190
361819	461071
197980	349923
197980	432306
197980	486194
1371	29402
1371	339427
1371	376316
427360	369736
197985	155607
197985	180275
197985	238171
197985	472597
460135	175885
460135	178524
460135	341193
132458	62391
132458	101922
132458	331089
525674	6481
525674	383047
525674	547134
427372	264417
427374	46934
427374	89135
427374	109999
427374	196320
427374	383677
394608	34623
394608	116209
394608	162437
394608	273458
394608	372246
394608	430936
394608	519449
1393	113870
1393	192710
1393	238206
394610	129837
394610	312933
198005	155560
460151	40714
460151	50650
460151	415503
460151	526520
460151	530169
34176	58644
34176	278782
34176	280262
34176	406294
34176	536635
263553	14124
263553	497831
1415	414488
1415	458028
1415	487145
263561	9320
263561	77226
263561	293763
230794	400993
230794	523369
460171	235413
460171	254156
34193	2182
34193	273578
296342	192485
296342	342287
296342	535674
525721	337270
525721	339226
525721	427613
525721	505659
525721	518914
99738	77167
99738	463439
198042	32104
361884	159626
361884	284343
361884	425568
492957	470052
165278	21139
165278	30765
165278	118627
165278	174492
165278	326834
165278	418578
165278	449022
165278	493469
263582	247927
132511	360076
1441	183242
1441	201947
492966	9949
198061	156151
198061	445792
132527	156358
132527	185292
132527	397915
132527	452755
132527	483354
132527	487882
329136	114623
329136	130130
329136	357175
329136	474996
1457	181892
1457	359473
1457	436846
1457	479212
66994	216593
66994	236687
525748	126417
525748	159606
525748	274926
525748	290821
525748	349436
525748	359811
525748	504822
296376	183740
296376	243404
296376	363626
296376	401394
296376	447922
460219	16770
460219	182045
460219	304057
460219	311546
460219	345355
460219	346132
460219	347756
460219	387104
460219	441138
460219	450674
460219	497831
296379	62274
492993	79483
492993	194810
492993	519439
492993	530045
165318	155944
165318	171420
99784	174144
99784	201524
99784	416981
99784	452120
460232	28310
460232	284784
132554	261030
132554	300322
132554	497729
132560	245873
132560	408169
132560	496300
132560	539497
296405	183849
296405	334054
34262	32290
34262	135104
34262	159959
34262	283490
34262	286421
132571	377514
67036	418578
67036	493469
132573	147042
132573	224753
132573	416204
132573	505447
230882	12433
230882	163554
230882	228114
230882	293702
230882	332058
329192	207752
329192	338786
493035	173869
132590	373308
132590	389794
132590	538696
132593	15213
132593	38765
132593	62694
132593	86903
132593	308168
132593	325036
132593	363174
329203	21941
329203	199628
329203	252403
329203	264545
329203	359553
329203	494023
263672	98267
263672	154855
263672	176115
263672	228511
263672	357720
263672	429788
263672	447161
165369	17981
165369	215518
165369	218586
263674	61879
263674	86724
263674	450768
263674	506589
99838	205795
99838	252981
99838	289571
34303	166385
34303	391870
34303	434934
263682	81465
263682	143307
263682	179886
263682	545325
263682	546874
525832	10702
525832	538555
165392	57087
165392	123693
165392	192370
165392	354059
165392	359349
394772	122208
394772	214824
394772	224843
394772	390380
34331	6898
34331	134643
34331	199316
34331	339629
34331	470257
34331	514562
198175	46068
198175	154692
198175	224687
198175	369870
198175	438792
263720	314023
263720	445495
263720	473978
67114	389619
296492	419139
296492	490633
296492	517109
263730	54372
427571	364864
165427	202158
165427	209011
165427	461766
198196	210867
198196	340885
198196	453656
296502	128852
296502	135691
296502	195410
296502	397616
296502	420807
296502	538717
263733	282321
1593	74417
1593	246104
1593	386769
1593	392890
1593	444808
1593	485688
460346	116724
460346	226719
165437	126026
165437	270494
165437	444519
165437	513693
67137	272803
67137	473579
329284	91135
329284	333162
329284	383470
329284	434212
525898	85569
525898	432162
525898	527718
362061	199114
362061	358919
362061	381047
329297	434108
329305	158690
329305	179877
329305	222257
329305	222682
329305	242813
329305	477338
329305	532068
296537	9717
296537	313762
296537	468338
427613	339226
427613	505659
1631	185087
1631	279351
1631	544489
1631	546172
1631	546572
1631	547353
132706	19611
99944	49400
99944	113064
231018	72975
231018	96678
231018	374374
231018	454353
460396	249158
460396	293735
1644	319702
165486	7836
165486	78572
329332	527070
132726	340472
132726	438548
493174	483844
99960	107015
99960	272715
99960	287216
99960	421644
427664	296734
427664	347049
427664	378229
427664	522956
362129	84043
362129	247917
362129	449495
362129	519113
427670	89759
427670	530681
99991	271443
99991	401394
34459	290477
67228	161905
67228	166500
67228	209717
67228	278551
67228	484228
132765	172631
132765	354802
132765	410631
132765	424940
460446	142277
460446	245476
460446	438424
231069	195681
231069	311658
231069	339638
231069	414695
231069	508246
296609	511268
165541	186948
362152	119903
362152	224843
362152	319831
362152	340587
263849	96714
231083	183480
231083	538653
525992	42623
525992	45146
329392	4262
329392	95461
329392	406413
100017	58410
100017	393127
100017	449086
100017	542254
526005	112507
526005	223774
34494	265965
231106	92413
231106	226962
231106	547935
231106	548047
493252	358862
493252	387558
132804	2505
526025	109029
526025	205571
526025	243739
526025	286871
526025	445411
427724	59711
427724	348571
100048	114412
100048	146685
100048	149582
100048	526188
362195	199344
362195	280317
362195	454389
493270	20815
493270	192114
493270	381991
493270	417512
493270	533675
34519	77641
34519	165802
67293	101936
67293	158629
67293	297491
67293	337045
67293	413423
100063	391878
100063	436729
100063	512544
296675	192340
296675	345314
198372	154215
198372	384575
394982	157050
394982	165862
394982	540584
526057	74723
526057	125524
526057	188408
526057	467820
526057	504256
329446	110273
329446	298077
329446	437953
198381	57678
198381	180888
198381	335281
198381	502086
198381	502784
132846	411166
132846	506008
132846	538846
67309	23001
67309	235968
198385	75243
165629	58478
165629	273869
165632	202188
231169	137211
231169	546241
395013	218905
231174	187541
231174	252870
231174	496539
1797	433538
1797	476581
362248	90836
362248	140060
362248	227354
362248	313223
362248	357792
362248	406376
526087	21774
526087	27552
526087	232236
526087	368636
526087	453978
395014	469422
231182	540897
34579	51343
34579	251291
34579	266550
34579	266553
34579	402201
34579	414572
34579	476783
296724	182780
198424	76376
198424	150135
427800	211565
493337	90003
362264	49922
362264	378799
395032	330372
34586	110647
296734	96100
296734	108940
296734	347049
296734	378229
427806	174065
1829	210619
1829	225759
1829	299409
132905	44998
132905	45000
132905	237827
132905	248602
132905	512063
1836	43740
362285	7073
362285	150326
362285	233605
362285	292755
362285	421560
263982	136705
263982	238394
296751	200940
296751	414306
198448	9852
198448	51923
198448	544139
198448	545805
198448	546273
198448	546722
460589	136824
460589	180313
460589	272842
460589	369296
460589	487140
1843	382315
1843	458358
526135	115531
526135	324728
526135	397505
263996	9781
263996	15148
263996	148997
263996	287782
231230	13164
231230	213707
231230	255735
231230	332389
231230	348101
34623	40607
