# Undirected graph: reduceddataset.txt
# Reduced Amazon Graph
# Nodes: 90000 Edges: 221086
# FromNodeId	ToNodeId
599	344715
599	420118
600	72190
600	162660
600	302697
524888	104702
524888	146174
524888	342914
524888	411578
524891	113192
524891	352692
524891	367645
524891	389494
524891	432983
262749	46866
262749	273616
262749	387475
606	80400
606	184350
606	364073
606	437111
606	459859
606	501535
611	131961
611	152538
611	167031
611	189234
611	269058
611	344140
611	446049
611	457744
611	523989
611	537808
262756	234517
262756	402726
262756	544149
262756	545726
262760	187053
262760	329099
262760	462638
262760	501724
618	160145
618	203882
618	288548
618	425827
618	440912
262764	15148
262764	128935
262764	269855
262764	325358
622	78358
622	107745
622	179657
622	195165
622	269022
622	269030
622	396972
262768	113769
262768	128269
262768	188714
262768	212290
262768	536807
624	100199
624	202664
624	537160
633	32303
633	48132
633	76376
633	123593
633	150135
633	220221
633	403929
633	521846
636	14813
636	100003
636	293579
636	299868
636	384999
524926	150821
524926	364272
524926	447146
262785	262787
262785	459535
262785	533010
641	356028
262787	140204
262787	191095
262787	538433
642	37684
642	157124
642	280172
642	330877
642	364693
645	95068
645	321609
645	500054
645	532617
646	107540
646	179051
646	344430
646	355667
646	374506
646	518567
524935	67418
524935	426507
524935	469256
524935	502309
524935	505759
262789	407059
262789	489574
262789	544665
524931	966
524931	35697
524931	109008
524931	425965
650	199125
650	275732
650	319202
650	380971
650	384178
651	70207
651	119683
651	144282
651	147782
651	280146
651	520523
651	521678
524940	111959
524940	273534
524940	458443
524940	526674
262797	39149
262797	70561
262797	395792
654	25953
654	27940
654	86422
654	281121
654	340189
654	526188
524943	191954
524943	385742
656	75908
656	181456
656	461220
656	535940
524938	92883
524938	258060
524938	352301
524938	357166
524937	66050
524937	180768
524937	466406
524937	532666
262805	291326
262805	441115
262806	115673
262806	540916
664	265988
664	350066
664	385214
664	437005
664	455086
664	533008
524957	29572
524957	37914
524957	75525
524957	142417
524957	166756
524957	170603
524957	361110
524957	368073
524957	438286
524957	440515
524957	455855
524958	36811
524958	38749
524958	56579
524958	81517
524958	130746
524958	139179
524958	227725
524958	475710
524958	505612
262814	200239
262814	267947
262814	394370
524960	42143
524960	150989
524960	382616
524960	415451
524960	477377
673	3237
673	90707
673	99110
673	99366
673	102541
673	123959
673	142654
673	156902
673	220266
673	220371
673	244877
673	320219
673	342906
673	359758
673	438623
673	452164
673	509779
262818	56987
262818	116013
262818	263736
262818	426038
524962	91765
524962	226898
524962	242071
524964	19556
524964	134970
524964	136468
524964	154460
524964	473768
262821	31232
262821	48651
262821	168812
262821	300945
262821	384045
262821	431947
262822	38070
262822	64285
262822	224195
262822	544306
262822	546538
262822	546845
262823	112723
262823	165768
262823	218147
262823	232406
262823	349007
262823	373719
262820	2770
262820	20182
262820	20183
262820	20185
262820	20186
262820	39422
262820	119246
524973	60516
524973	87391
524973	227783
524973	317630
524973	490961
262832	182745
262832	241311
262832	279508
262832	324263
262833	68568
262833	157452
262833	223370
262833	312603
262833	407674
262833	491720
690	4200
690	192852
690	198190
690	199132
690	233260
690	537948
524982	69333
524982	249112
524982	265810
524982	425568
695	33172
695	378941
695	414248
695	428219
695	453164
695	530830
262841	30110
262841	67927
262841	76669
262841	121194
262841	123436
262841	124204
262841	152372
262841	173900
262841	180888
262841	298557
262841	321960
262841	365156
262841	365427
262841	462677
262841	502086
262841	502784
262841	520871
524986	43288
524986	318953
524986	343017
524986	368792
524987	29923
524987	35947
524987	335717
524987	489457
702	77615
702	174559
702	219784
702	220032
702	249878
702	345709
702	512003
704	27122
704	39464
704	129155
704	282195
704	365555
704	396083
262851	106209
262851	126702
262851	197247
262851	443607
262851	529838
524996	147895
524996	157270
524996	162806
524996	184189
524996	383918
262853	21498
262853	89326
262853	95766
262853	348862
262853	469148
262853	514164
262852	102467
262852	333838
262852	539009
710	328720
710	477792
262860	52321
262860	131832
262860	134586
262860	311424
262860	434859
262860	443373
525005	191732
525005	223759
525005	430533
525005	460765
525006	346553
262863	229353
262863	336379
262863	396104
525013	28403
525013	39700
525013	72948
525013	92337
525013	94591
525013	98735
525013	98993
525013	100097
525013	127653
525013	130419
525013	155177
525013	205819
525013	261461
525013	264253
525013	277120
525013	334957
525013	371149
525013	459083
525013	472811
525013	495815
525013	497672
262871	293136
262871	518533
525018	98717
525018	279666
525018	320298
525018	519371
525023	7836
525023	30196
525023	241081
525023	352219
525023	368002
525023	424676
525023	440010
525023	441784
525023	484640
262879	80778
262879	112494
262879	416431
262879	430888
262879	440380
262879	452257
262881	68699
525031	90440
525031	314536
525031	416732
525031	446494
525032	28734
525032	139234
525032	176104
525032	195427
525032	223082
525032	272492
525032	340810
525032	371582
262889	39786
262889	51757
262889	89232
262889	112503
262889	160576
262889	411587
262889	505045
525033	180679
525033	207081
525033	233564
746	134272
746	441628
746	465886
746	548250
525036	137505
525036	156040
525036	176791
525036	213991
262893	46430
745	27819
745	154893
745	329138
745	333477
745	433516
262895	233522
262895	327121
262895	327123
262895	327124
752	39748
752	152013
752	202438
752	229357
752	255185
752	372538
752	378887
753	763
753	188038
753	293610
753	465909
763	465909
525052	56407
525052	254414
525052	269391
525052	412977
525054	279068
525054	317216
525054	341183
525054	409937
525054	514646
767	101360
767	190969
767	319170
767	346245
767	354993
767	501692
767	503682
768	427298
771	40104
771	280717
771	392919
771	491073
771	530571
525060	181277
525060	183401
525060	187757
525060	193824
525060	201388
525060	296047
525060	494765
525061	94196
525061	204461
525061	254172
525061	525069
262918	21893
262918	287358
262918	324606
262918	328718
262918	352879
262918	385211
262919	150234
262919	250372
262919	251132
262919	289168
262919	538013
525064	2847
525064	292721
525064	432563
525065	25693
525065	26225
525065	114259
525065	163864
525065	174996
525065	236814
525065	258336
525065	279754
525065	315499
525065	326946
525065	338767
525065	384422
525065	389058
525065	500997
525067	102202
525067	166985
525067	191533
525067	237320
525067	293187
525067	314284
525067	334363
525067	419565
525067	420368
525067	446920
525067	457039
525067	472514
525067	535538
262925	24137
262925	183736
262925	336220
262925	388988
262925	463454
262925	481332
525069	94196
525069	204461
525069	254172
525069	458526
262926	37714
262926	165371
262926	174899
262926	350762
262930	18102
262930	182785
262930	223346
262930	269955
262930	344073
262930	482650
525075	1162
525075	422748
262932	42308
262932	210275
262932	230087
786	53127
786	202257
786	301275
525083	92406
262941	6918
262941	46004
262941	68910
262941	104587
262941	306564
262942	170742
262942	186144
262942	263720
262942	296147
262942	313286
262942	314023
262942	357500
262942	445495
262942	456104
262942	508562
262943	109632
262943	266818
262943	397685
262943	413328
262943	497856
262943	525190
262943	535748
802	153851
802	415529
802	548362
525092	285547
525092	318791
525093	52012
525093	283979
525093	422622
808	99547
808	216645
808	224179
808	224180
808	445890
809	298529
525098	36702
525098	199207
525098	336854
813	155739
813	338231
813	368327
813	525897
525101	27077
525101	65841
525101	449485
525104	2907
525104	75791
525104	95757
525104	414962
818	8365
818	47207
818	200810
818	240914
818	286224
818	442929
525110	7741
525110	107948
525110	137474
525110	169584
525110	371697
525110	518419
822	72929
822	173739
822	369310
822	417122
824	29284
824	173770
824	185287
824	220954
824	458345
262972	149745
262972	334446
262972	533009
829	197684
829	222511
829	319615
262976	273392
262976	314651
525123	177811
525123	506826
525123	544050
525124	104439
525124	467084
525124	541739
525125	165495
525125	225417
525125	233403
525125	325871
525125	521652
840	78680
840	195877
840	315704
840	369028
840	386597
840	515449
843	12350
843	545334
843	546156
843	547773
525132	11386
525132	63830
525132	228942
525132	254538
525132	368692
525134	40028
525134	81631
525134	207348
525134	294331
525134	444879
525134	495892
849	174573
849	202773
849	211049
849	357048
849	488622
525138	159007
525138	169336
525138	385780
525138	476874
851	95689
851	143972
851	478931
262996	6275
262996	42884
262996	47937
262996	156565
525146	69317
263003	8583
263003	154883
